id,name,headshot_url,profession,specialty,event_title
532,Dr. Michael R. Andersen,https://media.licdn.com/dms/image/C5603AQFzjYVGz8pzMg/profile-displayphoto-shrink_800_800/0/1548708576744?e=1679011200&v=beta&t=CqcQm7r6Q5HJi5BZjjt6QgJGYQ7m1fNz0oQ8HQBhRDQ,Prosthodontist & Maxillofacial Prosthetist,Prosthodontics & Maxillofacial Prosthetics,ACP 2025 Annual Session
522,Dr. Roozbeh Khosravi,https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/Rooz-Khosravi.jpg,"Clinical Associate Professor, Orthodontics",Orthodontics & Sleep Medicine,ACP 2025 Annual Session
539,Dr. Roxanna Esguerra,https://www.duluthdentalimplants.com/wp-content/uploads/sites/1988/2024/11/1N6A7018.jpg,Prosthodontist,Implant Prosthodontics & Phonetics,ACP 2025 Annual Session
524,Dr. Steve Chu,https://www.sdnydental.com/wp-content/uploads/2023/09/dr_stephen_chu.jpg,Prosthodontist,Esthetic Dentistry & Prosthodontics,ACP 2025 Annual Session
534,Dr. Steven Morgano,https://media.bu.edu/images/profiles/morgano_steven.jpg,Professor,Prosthodontics & Restorative Sciences,ACP 2025 Annual Session
528,Dr. Taiseer Sulaiman,https://dentistry.unc.edu/wp-content/uploads/sites/1411/2024/08/Generic-Person_LB-on-Teal-Bubbles.jpg,Associate Professor,Restorative Dentistry & Biomaterials,ACP 2025 Annual Session
531,Dr. Taylor Jean Manalili,https://glidewelldental.com/content/dam/digital/websites/education/contributors/taylor-manalili.jpg,Director of Clinical Prosthodontics,Prosthodontics & Digital Dentistry,ACP 2025 Annual Session
535,Dr. Timothy A. Hess,https://www.timothyhessdds.com/wp-content/uploads/2018/07/Dr.TimothyA.HessDDSMAGD-300x400.jpg,Clinical Professor,Prosthodontics & Neurotoxin Therapy,ACP 2025 Annual Session
526,Dr. Van Ramos Jr.,https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/people/Ramo300.jpg,"Teaching Professor, Restorative Dentistry",Prosthodontics & Implant Dentistry,ACP 2025 Annual Session
529,Dr. Wei-Shao Lin,https://dentistry.iu.edu/about/directory/new-headshot-2.jpg,"Professor and Chair, Department of Prosthodontics",Prosthodontics & Digital Dentistry,ACP 2025 Annual Session
674,"Ed McLaren, DDS, MDC",https://brasselerusadental.com/wp-content/uploads/sites/9/2021/11/Dr-Ed-McLaren.jpg,Director,Prosthodontics,ACP 2025 Annual Session
689,"Eva Boldridge, DMD",https://www.prosthodontics.org/assets/speakers/boldridge-eva.jpg,Private Practice,Prosthodontics,ACP 2025 Annual Session
680,"Frank J. Tuminelli, DMD, FACP",https://www.nspali.com/wp-content/uploads/Frank-Tuminelli-4x6-1.jpg,Clinical Professor,Prosthodontics,ACP 2025 Annual Session
679,"John Sorensen, DMD, PhD, FACP",https://www.prosthodontics.org/assets/speakers/sorensen-john.jpg,Professor,Prosthodontics,ACP 2025 Annual Session
682,"Mariano Polack, DDS, MS",https://cdcssl.ibsrv.net/ibimg/smb/400x500_80/webmgr/0t/i/o/dr-20polack20portrait20photo20lower20resolution20ideal20copy.jpg.webp?d9f94da41dfb7c418ab0a6b1e2f4982e,Private Practice,Prosthodontics,ACP 2025 Annual Session
670,"Martin Mendelson, DDS, CPC, FIADFE",https://www.prosthodontics.org/assets/speakers/mendelson-martin.jpg,Dentist,Practice Management,ACP 2025 Annual Session
683,"Michael R. Andersen, DDS, MS, FACP",https://www.prosthodontics.org/assets/speakers/andersen-michael.jpg,Commander,Prosthodontics,ACP 2025 Annual Session
687,"Philippe Hujoel, MSD, MS, PhD",https://www.eurekalert.org/multimedia/582486,Professor,Oral Health Sciences,ACP 2025 Annual Session
675,"Rooz Khosravi, DMD, PhD, MSD",https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/Rooz-Khosravi.jpg,Clinical Professor,Prosthodontics,ACP 2025 Annual Session
690,"Roxanna Esguerra, DDS, MS, FACP",https://www.prosthodontics.org/assets/speakers/esguerra-roxanna.jpg,Associate Professor,Prosthodontics,ACP 2025 Annual Session
668,Ruben Arebalo,https://www.prosthodontics.org/assets/speakers/arebalo-ruben.jpg,Prosthodontist,Prosthodontics,ACP 2025 Annual Session
673,"Steve Chu, DMD, MSD, CDT",https://www.sdnydental.com/wp-content/uploads/2023/09/dr_stephen_chu.jpg,Clinical Professor,Prosthodontics,ACP 2025 Annual Session
685,"Steven Morgano, DMD",https://www.prosthodontics.org/assets/speakers/morgano-steven.jpg,Professor and Chair,Prosthodontics,ACP 2025 Annual Session
678,"Taiseer Sulaiman, DDS, PhD, FICD",https://www.prosthodontics.org/assets/speakers/sulaiman-taiseer.jpg,Professor,Prosthodontics,ACP 2025 Annual Session
688,"Taylor Jean Manalili, DDS",https://glidewelldental.com/content/dam/digital/websites/education/contributors/taylor-manalili.jpg,Private Practice,Prosthodontics,ACP 2025 Annual Session
669,"Timothy A. Hess, DDS, MAGD",https://www.timothyhessdds.com/wp-content/uploads/2018/07/Dr.TimothyA.HessDDSMAGD-300x400.jpg,Dentist,Esthetic Dentistry,ACP 2025 Annual Session
672,"Van Ramos, Jr., DDS, FACP",https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/people/Ramo300.jpg,Program Chair,Prosthodontics,ACP 2025 Annual Session
681,"Wei-Shao Lin, DDS, PhD, MBA, FACP",https://dentistry.iu.edu/about/directory/new-headshot-2.jpg,Professor,Prosthodontics,ACP 2025 Annual Session
30,Dr. Ahmet Orgev,https://www.academyofprosthodontics.org/2025_scottsdale/orgev_100w_jpg.jpg,Digital Dentistry Specialist,AI in Implant Dentistry,Academy of Prosthodontics AP 2025
13,Dr. Amara Abreu-Serrano,https://www.academyofprosthodontics.org/2025_scottsdale/abreu_serrano_100w_jpg.jpg,Prosthodontist,Cleft Lip and Palate Specialist,Academy of Prosthodontics AP 2025
25,Dr. Antonia Kolokythas,https://www.academyofprosthodontics.org/2025_scottsdale/kolokythas_100w_jpg.jpg,Oral and Maxillofacial Surgeon,Complex Craniofacial Reconstruction,Academy of Prosthodontics AP 2025
16,Dr. Armand Bedrossian,https://www.academyofprosthodontics.org/2025_scottsdale/bedrossian_100w_jpg.jpg,Prosthodontist,Full Arch Workflow Specialist,Academy of Prosthodontics AP 2025
27,Dr. Carol Lefebvre,https://www.academyofprosthodontics.org/2025_scottsdale/lefebvre_100w_jpg.jpg,Executive Leadership Coach,Leadership Development,Academy of Prosthodontics AP 2025
44,Dr. David Wands,/attached_assets/image_1751988021444.png,Leadership Expert,Academy Leadership Legacy,Academy of Prosthodontics AP 2025
81,Dr. Dean Morton,/attached_assets/image_1751988414933.png,Prosthodontist,Advanced Prosthodontics,Academy of Prosthodontics AP 2025
23,Dr. Effie Ioannidou,https://www.academyofprosthodontics.org/2025_scottsdale/ioannidou_100w_jpg.jpg,Academic Leader,Gender Parity in Dental Academia,Academy of Prosthodontics AP 2025
17,Dr. Eric Caron,https://www.academyofprosthodontics.org/2025_scottsdale/caron_100w_jpg.jpg,Prosthodontist,CAD-CAM Technology,Academy of Prosthodontics AP 2025
45,Dr. Frank Tuminelli,https://www.nspali.com/wp-content/uploads/Frank-Tuminelli-4x6-1.jpg,Prosthodontist,Dental Specialty Recognition,Academy of Prosthodontics AP 2025
47,Dr. George Tysowsky,@assets/image_1752000422713.png,Dental Technology Economist,Economic Impact Analysis,Academy of Prosthodontics AP 2025
18,Dr. Heather Conrad,https://www.academyofprosthodontics.org/2025_scottsdale/conrad_100w_jpg.jpg,Prosthodontist,Board Certification Specialist,Academy of Prosthodontics AP 2025
15,Dr. Hongseok An,https://www.academyofprosthodontics.org/2025_scottsdale/an_100w_jpg.jpg,Digital Dentistry Specialist,Intraoral Scanning Expert,Academy of Prosthodontics AP 2025
49,Dr. John Sorensen,https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/Sorensen.jpg,Prosthodontist,Clinical Prosthodontics,Academy of Prosthodontics AP 2025
22,Dr. Lily Garcia,https://www.academyofprosthodontics.org/2025_scottsdale/garcia_100w_jpg.jpg,Dental Association Executive,National Forum Navigation,Academy of Prosthodontics AP 2025
19,Dr. Luca Cordaro,https://www.academyofprosthodontics.org/2023_naples_fl/cordaro_100w_jpg.jpg,Prosthodontist,Full Arch Implant Rehabilitation,Academy of Prosthodontics AP 2025
21,Dr. Marco Ferrari,https://www.academyofprosthodontics.org/2025_scottsdale/ferrari_100w_jpg.jpg,Professor of Restorative Dentistry,Digital Prosthodontic Materials,Academy of Prosthodontics AP 2025
28,Dr. Mariam Margvelashvili-Malament,https://www.academyofprosthodontics.org/2025_scottsdale/margvelashvilli_malament_100w_jpg.jpg,Prosthodontist,Restorative vs Implant Therapy,Academy of Prosthodontics AP 2025
29,Dr. Mark Montana,https://www.academyofprosthodontics.org/2025_scottsdale/montana_100w_jpg.jpg,Prosthodontist,Digital Occlusion Specialist,Academy of Prosthodontics AP 2025
50,Dr. Michael Reddy,https://chancellor.ucsf.edu/sites/chancellor.ucsf.edu/files/2024-06/Mike%20Reddy%2016x9.jpg,Dean of Academic Affairs,Academic Dentistry Leadership,Academy of Prosthodontics AP 2025
43,Dr. Mijin Choi,/attached_assets/image_1751987501774.png,Academy President,Prosthodontics Leadership,Academy of Prosthodontics AP 2025
46,Dr. Sara Knox,https://www.dentalpartnersofboston.com/wp-content/uploads/2022/03/dr-sarah-kim-2021.jpg,Oral and Maxillofacial Surgeon,Salivary Gland Preservation,Academy of Prosthodontics AP 2025
24,Dr. Sarah Knox,https://www.academyofprosthodontics.org/2025_scottsdale/knox_100w_jpg.jpg,Oral and Maxillofacial Surgeon,Salivary Gland Specialist,Academy of Prosthodontics AP 2025
26,Dr. Sarah Lee,https://www.oregonclinic.com/wp-content/uploads/2023/05/lee_sarah_2018_web_500x400.jpg,Maxillofacial Prosthodontist,Complex Prosthetic Rehabilitation,Academy of Prosthodontics AP 2025
31,Dr. Steve Parel,https://www.academyofprosthodontics.org/2025_scottsdale/parel_100w_jpg.jpg,Prosthodontist,Implant Prosthodontics Pioneer,Academy of Prosthodontics AP 2025
32,Dr. Steve Sadowsky,https://www.academyofprosthodontics.org/2025_scottsdale/sadowsky_100w_jpg.jpg,Prosthodontist,Teeth vs Implants Specialist,Academy of Prosthodontics AP 2025
14,Dr. Tara Aghaloo,https://images.unsplash.com/photo-1612349317150-e413f6a5b16d?ixlib=rb-4.0.3&auto=format&fit=crop&w=400&h=400,Oral and Maxillofacial Surgeon,Zygomatic Implant Specialist,Academy of Prosthodontics AP 2025
20,Dr. Tom Deans,https://www.academyofprosthodontics.org/2025_scottsdale/deans_100w_jpg.jpg,Financial Strategist,Wealth Management Expert,Academy of Prosthodontics AP 2025
48,Dr. Tony Rotondo,https://rotondoclinic.com.au/wp-content/uploads/sites/4/2024/07/rotondo_clinic_dr_tony_rotondo.jpg,Prosthodontist,Advanced Dental Techniques,Academy of Prosthodontics AP 2025
109,Dr. Agne Malisauskiene,https://cdn.ymaws.com/estheticacademy.site-ym.com/resource/resmgr/2025_annual_meeting/speakers/malisauskiene-_headshot.jpg,DMD,Restorative Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
117,Dr. Alonso Carrasco-Labra,/alonso-carrasco-labra-aaed.jpg,"DDS, MSc, PhD",Evidence-Based Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
104,Dr. Alvaro Blasi,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/speakers/Alvaro-Blasi-scaled.jpg,"DDS, CDT",Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
107,Dr. Christian Coachman,/christian-coachman-aaed.png,"CDT, DDS",Digital Smile Design,American Academy of Esthetic Dentistry 50th Annual Meeting
106,Dr. Didier Dietschi,https://cdn.ymaws.com/estheticacademy.site-ym.com/resource/resmgr/2025_annual_meeting/speakers/dietschi_headshot.jpg,"DMD, PhD",Adhesive & Esthetic Restorative Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
102,Dr. Eric Van Dooren,https://cdn.ymaws.com/estheticacademy.site-ym.com/resource/resmgr/2025_annual_meeting/speakers/van-dooren_headshot.jpg,DDS,Periodontics & Implant Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
126,Dr. Frank M. Spear,/frank-spear-aaed.jpg,"DDS, MSD",Prosthodontics & Practice Management,American Academy of Esthetic Dentistry 50th Annual Meeting
108,Dr. Galip Gurel,/galip-gurel-aaed-new.png,"DDS, MSc",Aesthetic Dentistry & Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
118,Dr. Gerard J. Chiche,https://brasselerusadental.com/wp-content/uploads/sites/9/2021/11/dr-gerard-chiche.jpg,DDS,Prosthodontics & Esthetic Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
105,Dr. Gonzalo Blasi,https://cdn.ymaws.com/estheticacademy.site-ym.com/resource/resmgr/2025_annual_meeting/speakers/gonzalo-blasi_headshot.jpg,"DDS, MS",Periodontics & Implants,American Academy of Esthetic Dentistry 50th Annual Meeting
125,Dr. Gustavo Giordani,/gustavo-giordani-aaed.jpg,DDS,Digital Dentistry & Interdisciplinary Treatment,American Academy of Esthetic Dentistry 50th Annual Meeting
110,Dr. Jeff Rouse,https://cdn.ymaws.com/estheticacademy.site-ym.com/resource/resmgr/2025_annual_meeting/speakers/rouse_headshot.jpg,DDS,Restorative Dentistry & Occlusion,American Academy of Esthetic Dentistry 50th Annual Meeting
112,Dr. Jeffrey McClendon,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/speakers/McClendon.jpg,DMD,Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
100,Dr. John C. Kois,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/speakers/Kois_Headshot.jpg,"DMD, MSD",Periodontal Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
114,Dr. Jonathan Esquivel,"https://img1.wsimg.com/isteam/ip/d6c7d477-4843-4a4f-a7b0-4e810a1dd7f2/Jonathan%20Esquivel1.JPG/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:1240,cg:true",DDS,Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
116,Dr. Junji Tagami,/junji-tagami-aaed-new.png,"DDS, PhD",Cariology & Operative Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
113,Dr. Lorenzo Breschi,https://www.unibo.it/uniboweb/utils/UserImage.aspx?IdAnagrafica=217556&IdFoto=69020ca0,DDS,Restorative Dentistry & Dental Materials,American Academy of Esthetic Dentistry 50th Annual Meeting
124,Dr. Marco Veneziani,/marco-veneziani-aaed.jpg,DDS,Restorative Dentistry & Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
101,Dr. Marianna Evans,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/Evans_Headshot.jpg,DMD,Orthodontics & Periodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
123,Dr. Markus Hürzeler,/markus-hurzeler-aaed.jpg,"DDS, PhD",Periodontology & Implant Surgery,American Academy of Esthetic Dentistry 50th Annual Meeting
111,Dr. Michael Gunson,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/speakers/Gunson-headshot.jpg,"DDS, MD",Oral & Maxillofacial Surgery,American Academy of Esthetic Dentistry 50th Annual Meeting
103,Dr. Nitzan Bichacho,https://www.estheticacademy.org/resource/resmgr/2025_annual_meeting/Nitzan-Bichacho_Headshot.png,DMD,Prosthodontics & Aesthetic Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
119,Dr. Oded Bahat,/oded-bahat-aaed.jpg,"BDS, MSD",Periodontology & Implant Surgery,American Academy of Esthetic Dentistry 50th Annual Meeting
120,Dr. Peter Wohrle,/peter-wohrle-aaed.jpg,"DMD, MMSc",Prosthodontics & Implant Dentistry,American Academy of Esthetic Dentistry 50th Annual Meeting
115,Dr. Ramon Gomez-Meda,/attached_assets/image_1752776330702.png,"DDS, PhD",Periodontics & Prosthodontics,American Academy of Esthetic Dentistry 50th Annual Meeting
122,James Cowherd,/james-cowherd-aaed.jpg,None,Practice Management & Patient Experience,American Academy of Esthetic Dentistry 50th Annual Meeting
121,Naoki Hayashi,/naoki-hayashi-aaed.jpg,Dental Technician,Esthetic Dentistry & Ceramics,American Academy of Esthetic Dentistry 50th Annual Meeting
326,A.J. Peak,https://assets.swoogo.com/uploads/thumb/3282079-6564d30951d6c.jpg,"Chief Executive Officer, Peak Dental Services",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
407,Adrian McCovy,attached_assets/image_1753115223065.png,Dental Professional,Diversity Leadership,Becker's 4th Annual Future of Dentistry Roundtable
380,Alexander Einbinder,https://assets.swoogo.com/uploads/thumb/4091127-667193138d15d.jpeg,"DDS, Dentist, Caterpillar Dental",Dental Access & Equity,Becker's 4th Annual Future of Dentistry Roundtable
298,Alicia Kieffer,https://assets.swoogo.com/uploads/thumb/4335832-66ccf7519b0e1.jpg,"Senior Vice President, Practice Services, Imagen Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
413,Allison Horn,attached_assets/image_1753120065167.png,"Vice President, Marketing",Dental Marketing,Becker's 4th Annual Future of Dentistry Roundtable
395,Amel Hassan,https://assets.swoogo.com/uploads/thumb/4703353-6759cdf95d5dd.jpg,"DDS, Owner",Affordable Dentures & Implants,Becker's 4th Annual Future of Dentistry Roundtable
354,Anthony Kofoworola-Kuti,https://assets.swoogo.com/uploads/thumb/4703437-6759d202e8ed3.jpg,"President and Clinical Director, 4K Dentistry",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
293,Anthony Kofoworola-Kuti,https://assets.swoogo.com/uploads/thumb/4703437-6759d202e8ed3.jpg,"President & Clinical Director, 4K Dentistry",Emerging Leaders,Becker's 4th Annual Future of Dentistry Roundtable
364,Anthony Kofoworola-Kuti,https://assets.swoogo.com/uploads/thumb/4703437-6759d202e8ed3.jpg,Dental Professional,Dental Leadership,Becker's 4th Annual Future of Dentistry Roundtable
368,Avi Weisfogel,https://assets.swoogo.com/uploads/thumb/5496485-685d59f5830cd.jpg,Chief Executive Officer,Dental Sleep Medicine,Becker's 4th Annual Future of Dentistry Roundtable
343,Brad Billings,https://assets.swoogo.com/uploads/thumb/4703313-6759cc2c46daf.jpg,"Co-Founder, Salt Flats Dentistry",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
397,Bradley Nelson,https://assets.swoogo.com/uploads/thumb/4703516-6759d5c4a1c74.jpg,"Co-Founder and Vice President, Growth",Positive Impact Dental Alliance,Becker's 4th Annual Future of Dentistry Roundtable
341,Burhan Syed,https://assets.swoogo.com/uploads/thumb/5149501-67ec55f3a05af.jpg,"Chief Executive Officer and President, Rondah AI",Technology/AI,Becker's 4th Annual Future of Dentistry Roundtable
336,Cami Luljak,https://assets.swoogo.com/uploads/thumb/4703505-6759d4f1b1be6.jpg,"Senior Director, Operations, Imagen Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
361,Catrise Austin,attached_assets/image_1753120624726.png,Dental Professional,Patient-First Care,Becker's 4th Annual Future of Dentistry Roundtable
325,Chick Hoff,https://assets.swoogo.com/uploads/thumb/4703404-6759cfcd49068.jpg,"Vice President and Chief Financial Officer, My Orthodontist",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
370,Christie Fink,https://assets.swoogo.com/uploads/thumb/5496439-685d57e640c90.png,"Head, Billing Intelligence",Healthcare Billing,Becker's 4th Annual Future of Dentistry Roundtable
393,Christopher Brendemuhl,attached_assets/image_1753113525056.png,"DMD, Department Chair","Dentistry, Valleywise Health Medical Center",Becker's 4th Annual Future of Dentistry Roundtable
333,Colleen McFarlin,https://assets.swoogo.com/uploads/thumb/4418102-66e9a0cc649e9.jpg,"Vice President, Specialty Division, Dental Care Alliance",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
396,Cyrus Lee,attached_assets/image_1753113504104.png,"DMD, Executive Dental Director",Kaiser Permanente,Becker's 4th Annual Future of Dentistry Roundtable
350,Daniel Richards,https://assets.swoogo.com/uploads/thumb/4703536-6759d6ec2e7f9.png,"Chief Executive Officer, CFO Dental Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
307,Daniel Tataje,https://assets.swoogo.com/uploads/thumb/4703544-6759d7472d2d3.jpg,"Founder and Chief Executive Officer, Mercy Dental Group",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
327,David Sopp,https://assets.swoogo.com/uploads/thumb/4335771-66ccf4b35f28f.jpg,"Chief Development Officer, Specialty Smile Partners",Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
400,Dean Tassone,https://assets.swoogo.com/uploads/thumb/4396721-66e33c63afe9a.jpg,"Vice President, Payor Strategy, Dental Care Alliance",Payor Strategy and Insurance Relations,Becker's 4th Annual Future of Dentistry Roundtable
353,Dr. Alan S. Law,https://assets.swoogo.com/uploads/thumb/3526351-65c517eaa1f70.png,"Chief Clinical Officer, Specialty Practices, Park Dental Partners",Endodontics,Becker's 4th Annual Future of Dentistry Roundtable
276,Dr. Anna Singh,https://assets.swoogo.com/uploads/thumb/5140287-67ea8d509000e.png,"DMD, SVP Clinical Operations",Heartland Dental,Becker's 4th Annual Future of Dentistry Roundtable
316,Dr. Anna Singh,https://assets.swoogo.com/uploads/thumb/5140287-67ea8d509000e.png,"Senior Vice President, Clinical Operations, Heartland Dental",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
306,Dr. Bijal Mehta,https://assets.swoogo.com/uploads/thumb/4339984-66ce33c7a9fd7.jpg,"System Dental Director, Adventist Health; Co-Owner, Mehta Dental Group",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
292,Dr. Brent Barta,https://aadgp-u.org/wp-content/uploads/2021/06/Brent-Barta-300x300-1.png,"Owner & CEO, West 10th Dental Group",Clinical Leadership,Becker's 4th Annual Future of Dentistry Roundtable
342,Dr. Bryan Basom,https://assets.swoogo.com/uploads/thumb/3515270-65c25e804d630.jpg,"Founder, Magnolia Dental",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
371,Dr. Carter Reeves,https://assets.swoogo.com/uploads/thumb/5496433-685d57b56b704.png,"Chief Executive Officer, DDS",Dental Practice Management,Becker's 4th Annual Future of Dentistry Roundtable
381,Dr. DeVonte Johnson,/attached_assets/image_1753111648789.png,"DMD, Dentist and Owner, Eastside Dental Group",Dental Access & Equity,Becker's 4th Annual Future of Dentistry Roundtable
294,Dr. Emily Letran,https://assets.swoogo.com/uploads/thumb/4594489-67227e25b4de5.jpeg,"CEO, Atlantic Children and Family Dental Group; CEO, Sea Breeze Dental",Emerging Leaders,Becker's 4th Annual Future of Dentistry Roundtable
355,Dr. Emily Letran,https://assets.swoogo.com/uploads/thumb/4594489-67227e25b4de5.jpeg,"Chief Executive Officer, Atlantic Children and Family Dental Group; Chief Executive Officer, Sea Breeze Dental",Pediatric Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
344,Dr. Geith Kallas,https://assets.swoogo.com/uploads/thumb/4648799-673cf5efd0492.jpg,"Founder, Smile Makers Dental Center",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
346,Dr. Hisham Barakat,https://assets.swoogo.com/uploads/thumb/3286379-65661153b1f3b.jpg,"Chief Clinical Officer, Guardian Dentistry Partners",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
277,Dr. Jaideep R. Deshpande,/attached_assets/image_1753110818070.png,"MBA, Executive Director, Strategy and Marketing",University of Illinois Chicago College of Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
301,Dr. James W. Willis,https://assets.swoogo.com/uploads/thumb/4243155-66b3d2c3c2585.jpg,"Chief Executive Officer, Willis & Associates Family Dentistry",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
349,Dr. Jason Genta,https://assets.swoogo.com/uploads/thumb/4703344-6759cdce1b746.jpg,"Vice President, Clinical Affairs, Smile Brands",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
281,Dr. Jason Genta,https://assets.swoogo.com/uploads/thumb/4703344-6759cdce1b746.jpg,"DDS, MBA, Vice President Clinical Affairs",Smile Brands,Becker's 4th Annual Future of Dentistry Roundtable
317,Dr. Jeffrey B. Carter,https://assets.swoogo.com/uploads/thumb/3978660-6655edb96fe92.jpg,"Founder and Chief Medical Officer, US Dental Surgery Network",Oral Surgery,Becker's 4th Annual Future of Dentistry Roundtable
296,Dr. Jeffrey B. Carter,https://assets.swoogo.com/uploads/thumb/3978660-6655edb96fe92.jpg,"Founder & Chief Medical Officer, US Dental Surgery Network",Innovation & Technology,Becker's 4th Annual Future of Dentistry Roundtable
290,Dr. Kathryn Alderman,/attached_assets/image_1753110420625.png,"CEO, Nebraska Family Dentistry",DSO Leadership,Becker's 4th Annual Future of Dentistry Roundtable
304,Dr. Kathryn Alderman,/attached_assets/image_1753110420625.png,"Chief Executive Officer, Intelligent Care Alliance; Director, AI and Technology Integration, Dental AI Association",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
283,Dr. Loren Israelsen,https://media.licdn.com/dms/image/v2/C5603AQGBWM77AgbXNg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1654395250016?e=1756339200&v=beta&t=lgcO5l3dhoWncJpKy3L6f2bjow8FMqttAbCSyb1SonE,"DDS, Founder and CEO",Positive Impact Dental Alliance,Becker's 4th Annual Future of Dentistry Roundtable
335,Dr. Louis Kaufman,https://assets.swoogo.com/uploads/thumb/4703427-6759d14c68ca0.jpg,"Managing Member, Smile Design Studio of Hyde Park LLC",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
311,Dr. Mahtab Sadrameli,https://assets.swoogo.com/uploads/thumb/4097861-66741bd5b41be.jpg,"Dentist, Smiles of Naperville",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
314,Dr. Manu Chaudhry,https://assets.swoogo.com/uploads/thumb/3516076-65c280f890c31.png,"President, Capitol Dental Care",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
345,Dr. Maria Kunstadter,https://assets.swoogo.com/uploads/thumb/4703477-6759d3a6a2f05.jpg,"Co-Founder and Chief Executive Officer, The TeleDentists",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
285,Dr. Maria Kunstadter,https://assets.swoogo.com/uploads/thumb/4703477-6759d3a6a2f05.jpg,"DDS, Co-Founder and CEO",The TeleDentists,Becker's 4th Annual Future of Dentistry Roundtable
320,Dr. Mariz Tanious,https://assets.swoogo.com/uploads/thumb/5486755-685aaace7733c.jpg,"Chief Dental Officer, Affinity Dental Management",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
312,Dr. Matt Carlston,https://assets.swoogo.com/uploads/thumb/4359610-66d767f46ad1c.jpg,"Vice President, Marketing and Partner Recruitment, Comfort Dental",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
339,Dr. Mike Panahi,https://assets.swoogo.com/uploads/thumb/4703524-6759d62d20843.jpg,"Chief Operating Officer, Haworth Capital Dental Partners",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
356,Dr. Nimesh Patel,https://assets.swoogo.com/uploads/thumb/4359767-66d76deb3a9f3.jpg,"Chief Operating Officer, Brite Dental Partners",General Dentistry,Becker's 4th Annual Future of Dentistry Roundtable
